Observation type,Sum,HOLC Polygon
ebird,5,CA_Fresno_D3_D_227_Aves_all_observations
iNaturalist,1,CA_Fresno_D3_D_227_Aves_all_observations
other,0,CA_Fresno_D3_D_227_Aves_all_observations
ebird,19,CA_Fresno_D4_D_228_Aves_all_observations
other,0,CA_Fresno_D4_D_228_Aves_all_observations
iNaturalist,0,CA_Fresno_D4_D_228_Aves_all_observations
other,0,CA_Fresno_D5_D_229_Aves_all_observations
iNaturalist,0,CA_Fresno_D5_D_229_Aves_all_observations
ebird,0,CA_Fresno_D5_D_229_Aves_all_observations
ebird,72,CA_Fresno_D6_D_230_Aves_all_observations
other,0,CA_Fresno_D6_D_230_Aves_all_observations
iNaturalist,0,CA_Fresno_D6_D_230_Aves_all_observations
ebird,3,CA_Fresno_D8_D_232_Aves_all_observations
other,0,CA_Fresno_D8_D_232_Aves_all_observations
iNaturalist,0,CA_Fresno_D8_D_232_Aves_all_observations
ebird,982,CA_Los Angeles_A1_A_233_Aves_all_observations
iNaturalist,36,CA_Los Angeles_A1_A_233_Aves_all_observations
other,0,CA_Los Angeles_A1_A_233_Aves_all_observations
ebird,4068,CA_Los Angeles_A10_A_234_Aves_all_observations
iNaturalist,24,CA_Los Angeles_A10_A_234_Aves_all_observations
other,9,CA_Los Angeles_A10_A_234_Aves_all_observations
ebird,292,CA_Los Angeles_A11_A_235_Aves_all_observations
iNaturalist,41,CA_Los Angeles_A11_A_235_Aves_all_observations
other,0,CA_Los Angeles_A11_A_235_Aves_all_observations
ebird,1126,CA_Los Angeles_A12_A_236_Aves_all_observations
iNaturalist,195,CA_Los Angeles_A12_A_236_Aves_all_observations
other,0,CA_Los Angeles_A12_A_236_Aves_all_observations
ebird,9526,CA_Los Angeles_A13_A_237_Aves_all_observations
iNaturalist,85,CA_Los Angeles_A13_A_237_Aves_all_observations
other,1,CA_Los Angeles_A13_A_237_Aves_all_observations
ebird,345,CA_Los Angeles_A14_A_239_Aves_all_observations
iNaturalist,10,CA_Los Angeles_A14_A_239_Aves_all_observations
other,4,CA_Los Angeles_A14_A_239_Aves_all_observations
ebird,965,CA_Los Angeles_A15_A_240_Aves_all_observations
iNaturalist,31,CA_Los Angeles_A15_A_240_Aves_all_observations
other,0,CA_Los Angeles_A15_A_240_Aves_all_observations
ebird,846,CA_Los Angeles_A16_A_241_Aves_all_observations
iNaturalist,19,CA_Los Angeles_A16_A_241_Aves_all_observations
other,4,CA_Los Angeles_A16_A_241_Aves_all_observations
ebird,61,CA_Los Angeles_A17_A_243_Aves_all_observations
iNaturalist,5,CA_Los Angeles_A17_A_243_Aves_all_observations
other,4,CA_Los Angeles_A17_A_243_Aves_all_observations
ebird,1188,CA_Los Angeles_A18_A_244_Aves_all_observations
iNaturalist,20,CA_Los Angeles_A18_A_244_Aves_all_observations
other,2,CA_Los Angeles_A18_A_244_Aves_all_observations
ebird,5,CA_Los Angeles_A19_A_245_Aves_all_observations
iNaturalist,2,CA_Los Angeles_A19_A_245_Aves_all_observations
other,0,CA_Los Angeles_A19_A_245_Aves_all_observations
ebird,644,CA_Los Angeles_A2_A_246_Aves_all_observations
iNaturalist,11,CA_Los Angeles_A2_A_246_Aves_all_observations
other,0,CA_Los Angeles_A2_A_246_Aves_all_observations
ebird,1092,CA_Los Angeles_A20_A_247_Aves_all_observations
iNaturalist,3,CA_Los Angeles_A20_A_247_Aves_all_observations
other,0,CA_Los Angeles_A20_A_247_Aves_all_observations
ebird,66510,CA_Los Angeles_A21_A_248_Aves_all_observations
iNaturalist,294,CA_Los Angeles_A21_A_248_Aves_all_observations
other,0,CA_Los Angeles_A21_A_248_Aves_all_observations
ebird,12,CA_Los Angeles_A22_A_249_Aves_all_observations
iNaturalist,6,CA_Los Angeles_A22_A_249_Aves_all_observations
other,0,CA_Los Angeles_A22_A_249_Aves_all_observations
ebird,15,CA_Los Angeles_A23_A_250_Aves_all_observations
other,0,CA_Los Angeles_A23_A_250_Aves_all_observations
iNaturalist,0,CA_Los Angeles_A23_A_250_Aves_all_observations
ebird,125,CA_Los Angeles_A25_A_252_Aves_all_observations
iNaturalist,4,CA_Los Angeles_A25_A_252_Aves_all_observations
other,0,CA_Los Angeles_A25_A_252_Aves_all_observations
ebird,91,CA_Los Angeles_A26_A_253_Aves_all_observations
iNaturalist,8,CA_Los Angeles_A26_A_253_Aves_all_observations
other,0,CA_Los Angeles_A26_A_253_Aves_all_observations
ebird,38,CA_Los Angeles_A27_A_254_Aves_all_observations
iNaturalist,3,CA_Los Angeles_A27_A_254_Aves_all_observations
other,0,CA_Los Angeles_A27_A_254_Aves_all_observations
ebird,60,CA_Los Angeles_A28_A_255_Aves_all_observations
iNaturalist,4,CA_Los Angeles_A28_A_255_Aves_all_observations
other,0,CA_Los Angeles_A28_A_255_Aves_all_observations
ebird,67,CA_Los Angeles_A29_A_256_Aves_all_observations
iNaturalist,136,CA_Los Angeles_A29_A_256_Aves_all_observations
other,0,CA_Los Angeles_A29_A_256_Aves_all_observations
ebird,54,CA_Los Angeles_A3_A_257_Aves_all_observations
iNaturalist,10,CA_Los Angeles_A3_A_257_Aves_all_observations
other,0,CA_Los Angeles_A3_A_257_Aves_all_observations
ebird,7507,CA_Los Angeles_A30_A_258_Aves_all_observations
iNaturalist,40,CA_Los Angeles_A30_A_258_Aves_all_observations
other,10,CA_Los Angeles_A30_A_258_Aves_all_observations
ebird,952,CA_Los Angeles_A31_A_259_Aves_all_observations
iNaturalist,17,CA_Los Angeles_A31_A_259_Aves_all_observations
other,0,CA_Los Angeles_A31_A_259_Aves_all_observations
ebird,92,CA_Los Angeles_A32_A_260_Aves_all_observations
iNaturalist,15,CA_Los Angeles_A32_A_260_Aves_all_observations
other,2,CA_Los Angeles_A32_A_260_Aves_all_observations
ebird,524,CA_Los Angeles_A33_A_261_Aves_all_observations
iNaturalist,12,CA_Los Angeles_A33_A_261_Aves_all_observations
other,0,CA_Los Angeles_A33_A_261_Aves_all_observations
ebird,16,CA_Los Angeles_A34_A_262_Aves_all_observations
iNaturalist,12,CA_Los Angeles_A34_A_262_Aves_all_observations
other,0,CA_Los Angeles_A34_A_262_Aves_all_observations
ebird,253,CA_Los Angeles_A35_A_263_Aves_all_observations
iNaturalist,31,CA_Los Angeles_A35_A_263_Aves_all_observations
other,0,CA_Los Angeles_A35_A_263_Aves_all_observations
iNaturalist,1,CA_Los Angeles_A36_A_264_Aves_all_observations
other,0,CA_Los Angeles_A36_A_264_Aves_all_observations
ebird,0,CA_Los Angeles_A36_A_264_Aves_all_observations
ebird,3008,CA_Los Angeles_A37_A_265_Aves_all_observations
iNaturalist,86,CA_Los Angeles_A37_A_265_Aves_all_observations
other,9,CA_Los Angeles_A37_A_265_Aves_all_observations
ebird,94,CA_Los Angeles_A38_A_266_Aves_all_observations
iNaturalist,4,CA_Los Angeles_A38_A_266_Aves_all_observations
other,0,CA_Los Angeles_A38_A_266_Aves_all_observations
ebird,224,CA_Los Angeles_A38_A_267_Aves_all_observations
iNaturalist,24,CA_Los Angeles_A38_A_267_Aves_all_observations
other,0,CA_Los Angeles_A38_A_267_Aves_all_observations
ebird,2,CA_Los Angeles_A39_A_268_Aves_all_observations
iNaturalist,6,CA_Los Angeles_A39_A_268_Aves_all_observations
other,0,CA_Los Angeles_A39_A_268_Aves_all_observations
ebird,21580,CA_Los Angeles_A4_A_269_Aves_all_observations
iNaturalist,317,CA_Los Angeles_A4_A_269_Aves_all_observations
other,0,CA_Los Angeles_A4_A_269_Aves_all_observations
ebird,324,CA_Los Angeles_A40_A_270_Aves_all_observations
iNaturalist,10,CA_Los Angeles_A40_A_270_Aves_all_observations
other,0,CA_Los Angeles_A40_A_270_Aves_all_observations
ebird,3392,CA_Los Angeles_A41_A_271_Aves_all_observations
iNaturalist,37,CA_Los Angeles_A41_A_271_Aves_all_observations
other,19,CA_Los Angeles_A41_A_271_Aves_all_observations
ebird,62,CA_Los Angeles_A42_A_272_Aves_all_observations
iNaturalist,6,CA_Los Angeles_A42_A_272_Aves_all_observations
other,1,CA_Los Angeles_A42_A_272_Aves_all_observations
ebird,2189,CA_Los Angeles_A43_A_273_Aves_all_observations
iNaturalist,42,CA_Los Angeles_A43_A_273_Aves_all_observations
other,3,CA_Los Angeles_A43_A_273_Aves_all_observations
ebird,264,CA_Los Angeles_A46_A_274_Aves_all_observations
iNaturalist,22,CA_Los Angeles_A46_A_274_Aves_all_observations
other,0,CA_Los Angeles_A46_A_274_Aves_all_observations
ebird,31,CA_Los Angeles_A47_A_275_Aves_all_observations
iNaturalist,10,CA_Los Angeles_A47_A_275_Aves_all_observations
other,0,CA_Los Angeles_A47_A_275_Aves_all_observations
iNaturalist,4,CA_Los Angeles_A48_A_276_Aves_all_observations
other,0,CA_Los Angeles_A48_A_276_Aves_all_observations
ebird,0,CA_Los Angeles_A48_A_276_Aves_all_observations
iNaturalist,1,CA_Los Angeles_A49_A_277_Aves_all_observations
other,0,CA_Los Angeles_A49_A_277_Aves_all_observations
ebird,0,CA_Los Angeles_A49_A_277_Aves_all_observations
ebird,116,CA_Los Angeles_A5_A_278_Aves_all_observations
iNaturalist,21,CA_Los Angeles_A5_A_278_Aves_all_observations
other,0,CA_Los Angeles_A5_A_278_Aves_all_observations
iNaturalist,2,CA_Los Angeles_A51_A_280_Aves_all_observations
other,0,CA_Los Angeles_A51_A_280_Aves_all_observations
ebird,0,CA_Los Angeles_A51_A_280_Aves_all_observations
ebird,208,CA_Los Angeles_A52_A_281_Aves_all_observations
iNaturalist,15,CA_Los Angeles_A52_A_281_Aves_all_observations
other,0,CA_Los Angeles_A52_A_281_Aves_all_observations
ebird,8,CA_Los Angeles_A53_A_282_Aves_all_observations
iNaturalist,5,CA_Los Angeles_A53_A_282_Aves_all_observations
other,0,CA_Los Angeles_A53_A_282_Aves_all_observations
iNaturalist,2,CA_Los Angeles_A54_A_283_Aves_all_observations
other,0,CA_Los Angeles_A54_A_283_Aves_all_observations
ebird,0,CA_Los Angeles_A54_A_283_Aves_all_observations
ebird,684,CA_Los Angeles_A55_A_284_Aves_all_observations
iNaturalist,10,CA_Los Angeles_A55_A_284_Aves_all_observations
other,0,CA_Los Angeles_A55_A_284_Aves_all_observations
ebird,199,CA_Los Angeles_A56_A_285_Aves_all_observations
iNaturalist,16,CA_Los Angeles_A56_A_285_Aves_all_observations
other,0,CA_Los Angeles_A56_A_285_Aves_all_observations
ebird,139,CA_Los Angeles_A58_A_286_Aves_all_observations
other,0,CA_Los Angeles_A58_A_286_Aves_all_observations
iNaturalist,0,CA_Los Angeles_A58_A_286_Aves_all_observations
ebird,13063,CA_Los Angeles_A59_A_287_Aves_all_observations
iNaturalist,239,CA_Los Angeles_A59_A_287_Aves_all_observations
other,8,CA_Los Angeles_A59_A_287_Aves_all_observations
ebird,176,CA_Los Angeles_A6_A_288_Aves_all_observations
iNaturalist,23,CA_Los Angeles_A6_A_288_Aves_all_observations
other,1,CA_Los Angeles_A6_A_288_Aves_all_observations
ebird,414,CA_Los Angeles_A60_A_289_Aves_all_observations
iNaturalist,27,CA_Los Angeles_A60_A_289_Aves_all_observations
other,0,CA_Los Angeles_A60_A_289_Aves_all_observations
ebird,146,CA_Los Angeles_A7_A_290_Aves_all_observations
iNaturalist,14,CA_Los Angeles_A7_A_290_Aves_all_observations
other,1,CA_Los Angeles_A7_A_290_Aves_all_observations
ebird,5428,CA_Los Angeles_A8_A_291_Aves_all_observations
iNaturalist,21,CA_Los Angeles_A8_A_291_Aves_all_observations
other,0,CA_Los Angeles_A8_A_291_Aves_all_observations
ebird,4653,CA_Los Angeles_A9_A_292_Aves_all_observations
iNaturalist,216,CA_Los Angeles_A9_A_292_Aves_all_observations
other,9,CA_Los Angeles_A9_A_292_Aves_all_observations
iNaturalist,2,CA_Los Angeles_B1_B_293_Aves_all_observations
other,0,CA_Los Angeles_B1_B_293_Aves_all_observations
ebird,0,CA_Los Angeles_B1_B_293_Aves_all_observations
ebird,68,CA_Los Angeles_B10_B_294_Aves_all_observations
iNaturalist,19,CA_Los Angeles_B10_B_294_Aves_all_observations
other,1,CA_Los Angeles_B10_B_294_Aves_all_observations
ebird,26,CA_Los Angeles_B100_B_295_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B100_B_295_Aves_all_observations
other,0,CA_Los Angeles_B100_B_295_Aves_all_observations
ebird,94,CA_Los Angeles_B101_B_296_Aves_all_observations
iNaturalist,27,CA_Los Angeles_B101_B_296_Aves_all_observations
other,0,CA_Los Angeles_B101_B_296_Aves_all_observations
ebird,1,CA_Los Angeles_B102_B_297_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B102_B_297_Aves_all_observations
other,0,CA_Los Angeles_B102_B_297_Aves_all_observations
ebird,32,CA_Los Angeles_B103_B_298_Aves_all_observations
iNaturalist,4,CA_Los Angeles_B103_B_298_Aves_all_observations
other,0,CA_Los Angeles_B103_B_298_Aves_all_observations
iNaturalist,4,CA_Los Angeles_B104_B_299_Aves_all_observations
other,0,CA_Los Angeles_B104_B_299_Aves_all_observations
ebird,0,CA_Los Angeles_B104_B_299_Aves_all_observations
ebird,34,CA_Los Angeles_B105_B_300_Aves_all_observations
iNaturalist,4,CA_Los Angeles_B105_B_300_Aves_all_observations
other,0,CA_Los Angeles_B105_B_300_Aves_all_observations
ebird,1625,CA_Los Angeles_B106_B_301_Aves_all_observations
iNaturalist,4,CA_Los Angeles_B106_B_301_Aves_all_observations
other,0,CA_Los Angeles_B106_B_301_Aves_all_observations
ebird,42,CA_Los Angeles_B107_B_302_Aves_all_observations
iNaturalist,2,CA_Los Angeles_B107_B_302_Aves_all_observations
other,0,CA_Los Angeles_B107_B_302_Aves_all_observations
ebird,31,CA_Los Angeles_B109_B_304_Aves_all_observations
iNaturalist,5,CA_Los Angeles_B109_B_304_Aves_all_observations
other,0,CA_Los Angeles_B109_B_304_Aves_all_observations
ebird,384,CA_Los Angeles_B11_B_305_Aves_all_observations
iNaturalist,21,CA_Los Angeles_B11_B_305_Aves_all_observations
other,0,CA_Los Angeles_B11_B_305_Aves_all_observations
ebird,1,CA_Los Angeles_B110_B_306_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B110_B_306_Aves_all_observations
other,0,CA_Los Angeles_B110_B_306_Aves_all_observations
ebird,16,CA_Los Angeles_B111_B_307_Aves_all_observations
iNaturalist,8,CA_Los Angeles_B111_B_307_Aves_all_observations
other,0,CA_Los Angeles_B111_B_307_Aves_all_observations
ebird,1,CA_Los Angeles_B112_B_308_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B112_B_308_Aves_all_observations
other,0,CA_Los Angeles_B112_B_308_Aves_all_observations
ebird,2,CA_Los Angeles_B113_B_309_Aves_all_observations
other,0,CA_Los Angeles_B113_B_309_Aves_all_observations
iNaturalist,0,CA_Los Angeles_B113_B_309_Aves_all_observations
ebird,25,CA_Los Angeles_B114_B_310_Aves_all_observations
iNaturalist,2,CA_Los Angeles_B114_B_310_Aves_all_observations
other,0,CA_Los Angeles_B114_B_310_Aves_all_observations
ebird,1245,CA_Los Angeles_B115_B_311_Aves_all_observations
iNaturalist,2,CA_Los Angeles_B115_B_311_Aves_all_observations
other,0,CA_Los Angeles_B115_B_311_Aves_all_observations
ebird,36,CA_Los Angeles_B116_B_312_Aves_all_observations
other,0,CA_Los Angeles_B116_B_312_Aves_all_observations
iNaturalist,0,CA_Los Angeles_B116_B_312_Aves_all_observations
ebird,1893,CA_Los Angeles_B117_B_313_Aves_all_observations
iNaturalist,44,CA_Los Angeles_B117_B_313_Aves_all_observations
other,3,CA_Los Angeles_B117_B_313_Aves_all_observations
ebird,4138,CA_Los Angeles_B118_B_314_Aves_all_observations
iNaturalist,226,CA_Los Angeles_B118_B_314_Aves_all_observations
other,1,CA_Los Angeles_B118_B_314_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B119_B_315_Aves_all_observations
other,0,CA_Los Angeles_B119_B_315_Aves_all_observations
ebird,0,CA_Los Angeles_B119_B_315_Aves_all_observations
ebird,37,CA_Los Angeles_B119_B_316_Aves_all_observations
iNaturalist,9,CA_Los Angeles_B119_B_316_Aves_all_observations
other,0,CA_Los Angeles_B119_B_316_Aves_all_observations
ebird,106,CA_Los Angeles_B12_B_317_Aves_all_observations
iNaturalist,23,CA_Los Angeles_B12_B_317_Aves_all_observations
other,0,CA_Los Angeles_B12_B_317_Aves_all_observations
ebird,90,CA_Los Angeles_B120_B_318_Aves_all_observations
iNaturalist,8,CA_Los Angeles_B120_B_318_Aves_all_observations
other,0,CA_Los Angeles_B120_B_318_Aves_all_observations
ebird,96,CA_Los Angeles_B121_B_319_Aves_all_observations
iNaturalist,32,CA_Los Angeles_B121_B_319_Aves_all_observations
other,1,CA_Los Angeles_B121_B_319_Aves_all_observations
ebird,20,CA_Los Angeles_B122_B_320_Aves_all_observations
iNaturalist,5,CA_Los Angeles_B122_B_320_Aves_all_observations
other,0,CA_Los Angeles_B122_B_320_Aves_all_observations
ebird,308,CA_Los Angeles_B13_B_321_Aves_all_observations
iNaturalist,69,CA_Los Angeles_B13_B_321_Aves_all_observations
other,2,CA_Los Angeles_B13_B_321_Aves_all_observations
ebird,518,CA_Los Angeles_B14_B_322_Aves_all_observations
iNaturalist,7,CA_Los Angeles_B14_B_322_Aves_all_observations
other,0,CA_Los Angeles_B14_B_322_Aves_all_observations
ebird,176,CA_Los Angeles_B15_B_323_Aves_all_observations
iNaturalist,42,CA_Los Angeles_B15_B_323_Aves_all_observations
other,0,CA_Los Angeles_B15_B_323_Aves_all_observations
ebird,2777,CA_Los Angeles_B16_B_324_Aves_all_observations
iNaturalist,42,CA_Los Angeles_B16_B_324_Aves_all_observations
other,0,CA_Los Angeles_B16_B_324_Aves_all_observations
ebird,95,CA_Los Angeles_B17_B_325_Aves_all_observations
iNaturalist,19,CA_Los Angeles_B17_B_325_Aves_all_observations
other,0,CA_Los Angeles_B17_B_325_Aves_all_observations
ebird,2,CA_Los Angeles_B18_B_326_Aves_all_observations
iNaturalist,13,CA_Los Angeles_B18_B_326_Aves_all_observations
other,0,CA_Los Angeles_B18_B_326_Aves_all_observations
ebird,183,CA_Los Angeles_B19_B_327_Aves_all_observations
iNaturalist,11,CA_Los Angeles_B19_B_327_Aves_all_observations
other,0,CA_Los Angeles_B19_B_327_Aves_all_observations
iNaturalist,11,CA_Los Angeles_B2_B_328_Aves_all_observations
other,0,CA_Los Angeles_B2_B_328_Aves_all_observations
ebird,0,CA_Los Angeles_B2_B_328_Aves_all_observations
ebird,20,CA_Los Angeles_B20_B_329_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B20_B_329_Aves_all_observations
other,0,CA_Los Angeles_B20_B_329_Aves_all_observations
ebird,154,CA_Los Angeles_B21_B_330_Aves_all_observations
iNaturalist,5,CA_Los Angeles_B21_B_330_Aves_all_observations
other,0,CA_Los Angeles_B21_B_330_Aves_all_observations
ebird,108,CA_Los Angeles_B22_B_331_Aves_all_observations
iNaturalist,8,CA_Los Angeles_B22_B_331_Aves_all_observations
other,0,CA_Los Angeles_B22_B_331_Aves_all_observations
ebird,333,CA_Los Angeles_B23_B_332_Aves_all_observations
iNaturalist,19,CA_Los Angeles_B23_B_332_Aves_all_observations
other,0,CA_Los Angeles_B23_B_332_Aves_all_observations
ebird,22,CA_Los Angeles_B24_B_333_Aves_all_observations
iNaturalist,12,CA_Los Angeles_B24_B_333_Aves_all_observations
other,0,CA_Los Angeles_B24_B_333_Aves_all_observations
ebird,1946,CA_Los Angeles_B25_B_334_Aves_all_observations
iNaturalist,10,CA_Los Angeles_B25_B_334_Aves_all_observations
other,0,CA_Los Angeles_B25_B_334_Aves_all_observations
ebird,5518,CA_Los Angeles_B26_B_335_Aves_all_observations
iNaturalist,44,CA_Los Angeles_B26_B_335_Aves_all_observations
other,4,CA_Los Angeles_B26_B_335_Aves_all_observations
ebird,226,CA_Los Angeles_B27_B_336_Aves_all_observations
iNaturalist,12,CA_Los Angeles_B27_B_336_Aves_all_observations
other,0,CA_Los Angeles_B27_B_336_Aves_all_observations
ebird,776,CA_Los Angeles_B28_B_337_Aves_all_observations
iNaturalist,26,CA_Los Angeles_B28_B_337_Aves_all_observations
other,0,CA_Los Angeles_B28_B_337_Aves_all_observations
ebird,251,CA_Los Angeles_B29_B_338_Aves_all_observations
iNaturalist,71,CA_Los Angeles_B29_B_338_Aves_all_observations
other,2,CA_Los Angeles_B29_B_338_Aves_all_observations
ebird,695,CA_Los Angeles_B3_B_339_Aves_all_observations
iNaturalist,12,CA_Los Angeles_B3_B_339_Aves_all_observations
other,0,CA_Los Angeles_B3_B_339_Aves_all_observations
ebird,277,CA_Los Angeles_B30_B_340_Aves_all_observations
iNaturalist,38,CA_Los Angeles_B30_B_340_Aves_all_observations
other,2,CA_Los Angeles_B30_B_340_Aves_all_observations
ebird,1021,CA_Los Angeles_B31_B_341_Aves_all_observations
iNaturalist,20,CA_Los Angeles_B31_B_341_Aves_all_observations
other,0,CA_Los Angeles_B31_B_341_Aves_all_observations
ebird,231,CA_Los Angeles_B32_B_342_Aves_all_observations
iNaturalist,6,CA_Los Angeles_B32_B_342_Aves_all_observations
other,0,CA_Los Angeles_B32_B_342_Aves_all_observations
ebird,21252,CA_Los Angeles_B33_B_343_Aves_all_observations
iNaturalist,67,CA_Los Angeles_B33_B_343_Aves_all_observations
other,1,CA_Los Angeles_B33_B_343_Aves_all_observations
ebird,14460,CA_Los Angeles_B34_B_344_Aves_all_observations
iNaturalist,16,CA_Los Angeles_B34_B_344_Aves_all_observations
other,0,CA_Los Angeles_B34_B_344_Aves_all_observations
ebird,1792,CA_Los Angeles_B35_B_345_Aves_all_observations
iNaturalist,20,CA_Los Angeles_B35_B_345_Aves_all_observations
other,0,CA_Los Angeles_B35_B_345_Aves_all_observations
ebird,698,CA_Los Angeles_B36_B_346_Aves_all_observations
iNaturalist,24,CA_Los Angeles_B36_B_346_Aves_all_observations
other,0,CA_Los Angeles_B36_B_346_Aves_all_observations
ebird,215,CA_Los Angeles_B37_B_347_Aves_all_observations
iNaturalist,3,CA_Los Angeles_B37_B_347_Aves_all_observations
other,1,CA_Los Angeles_B37_B_347_Aves_all_observations
ebird,24,CA_Los Angeles_B38_B_348_Aves_all_observations
iNaturalist,5,CA_Los Angeles_B38_B_348_Aves_all_observations
other,0,CA_Los Angeles_B38_B_348_Aves_all_observations
ebird,25672,CA_Los Angeles_B39_B_349_Aves_all_observations
iNaturalist,13,CA_Los Angeles_B39_B_349_Aves_all_observations
other,0,CA_Los Angeles_B39_B_349_Aves_all_observations
ebird,12,CA_Los Angeles_B4_B_350_Aves_all_observations
